algoritmo,custo_s,nos_expandidos,elapsed_ms,tamanho_caminho
dijkstra_simples,714.3670639533375,11887,10074.712399997225,113
dijkstra_heap,714.3670639533375,11888,26.695772998209577,113
a_star,714.3670639533375,4799,32.86151500651613,113
dijkstra_bidirecional,714.3670639533376,5081,12.329388002399355,113
